sentiment,tweet_id,date,query,user,text
0,2060556177,Sat Jun 06 19:07:37 PDT 2009,NO_QUERY,mictor93,"@brrodriguez_ No, not with you. I just don't feel good. I have a bad headache. "
0,2231763724,Thu Jun 18 19:00:00 PDT 2009,NO_QUERY,TaylorT21,went to the doctor... on vicodin and crutches. yay me 
0,2205575263,Wed Jun 17 05:01:47 PDT 2009,NO_QUERY,_tefy_,@Shindank why?? 
0,2202636529,Tue Jun 16 22:08:29 PDT 2009,NO_QUERY,love311,&quot;My heart sings when I think of youuu&quot; &lt;3 haha that's all I keep singing today.. I'm craving cheeto puffs  unhealthy!
0,2188558756,Mon Jun 15 22:07:12 PDT 2009,NO_QUERY,taniaanis274,suntanners just woke up &amp; is already tweeting &amp; facebooking. how sad. 
0,2322448676,Wed Jun 24 22:38:09 PDT 2009,NO_QUERY,felinius,"@forcystus arrrgh, at least you got into stats.  i failed diagnostic exam so i lost my spot. ;_;"
0,2266171961,Sun Jun 21 08:02:02 PDT 2009,NO_QUERY,Sasili,have to do soooo many things to do for school...and it's the beginning of summer 
0,1825255743,Sun May 17 05:00:15 PDT 2009,NO_QUERY,himynameiskinz,It's too early... Working then sleeping then working. All day till 8am tomorrow 
0,2247489736,Fri Jun 19 19:10:27 PDT 2009,NO_QUERY,sashawintafruit,"@YourTheCutest nope, thats what i didnt get to have tonight "
0,2220871020,Thu Jun 18 04:10:31 PDT 2009,NO_QUERY,GlamorousDawn,Bad weekend start off  got two injections in my butt for migraine pain and deeply feeling like killing my dentist for screwing up my jaw!
0,2323250377,Thu Jun 25 00:13:40 PDT 2009,NO_QUERY,kpartridge11,"is tired of putting forth soooo much effort, and getting nothing in return. "
0,1548318514,Fri Apr 17 20:37:34 PDT 2009,NO_QUERY,KimariKaye,Begining my ten page paper for media law this weekend after work  blah! getting advertising quotes for the Paseo Art Festival t-shirts
0,2070284639,Sun Jun 07 17:25:22 PDT 2009,NO_QUERY,Rachee7,Great day. Hate that it's almost over  Ryan heads out of town for the whole week tomorrow.
0,1823219703,Sat May 16 21:24:18 PDT 2009,NO_QUERY,NKOTBFlamesFan,@JonathanRKnight Wishing I was on that ship.  Hope you're have much fun - miss you! &lt;3
0,2203443747,Tue Jun 16 23:45:12 PDT 2009,NO_QUERY,alicerydon,I need a hug...and less cynicism. It's making me depressed. 
0,1981408485,Sun May 31 09:05:25 PDT 2009,NO_QUERY,0Solyce0,"Sorry, Liam. I have to take ya off my list. You're spammmmming me  Ah ha ha ha. You'll never know anyway!"
0,1994177408,Mon Jun 01 11:32:04 PDT 2009,NO_QUERY,lauradawg,@grayzo Everything would be so much easier if we lived in England 
0,2248322465,Fri Jun 19 20:26:34 PDT 2009,NO_QUERY,Joyz223,Shit! I lost my HK debit card 
0,2208991103,Wed Jun 17 09:52:44 PDT 2009,NO_QUERY,thisgrrrl,@hughsbeautiful How did you ge 3.0??  I can't get it yet... This makes me upset... do I need to get iTunes 8.2?
0,2059405445,Sat Jun 06 16:52:05 PDT 2009,NO_QUERY,paranoiattackk,"Okay, apparently I DIDN'T miss the deadline for JB m&amp;g's, but it would be kinda lame to win, I would feel really bad about it. "
0,2236536307,Fri Jun 19 03:57:20 PDT 2009,NO_QUERY,stacijowal,I wish I could wear sweats to work..because it's one of those days. 
0,1676726428,Fri May 01 22:58:52 PDT 2009,NO_QUERY,Cupreme,@honeytaylor exactly  whhhaaahhh *crying*
0,2240290848,Fri Jun 19 09:34:10 PDT 2009,NO_QUERY,marisasmile,I really want to see Boys Like Girls tonight! 
0,1827677686,Sun May 17 11:12:58 PDT 2009,NO_QUERY,here_comes_B,@kristinhersh have you seen the skeleton bikes yet then? (mark the spot of dead cyclists) mangled bikes painted white. not nice 
0,2046115667,Fri Jun 05 11:42:52 PDT 2009,NO_QUERY,tr3ndsetr,"hates it when restaurants add gratuity, and leave space for tip. I double tipped last night cos light was so dim, and I was too tipsy "
0,1572842425,Mon Apr 20 22:45:14 PDT 2009,NO_QUERY,celeste268,hmm....still unsure what im ACTUALLY supposed to do on here...and no one can help me? 
0,1553272538,Sat Apr 18 13:49:38 PDT 2009,NO_QUERY,ashtonjonas,I'm Confoosed Haha 
0,1692919937,Sun May 03 21:06:06 PDT 2009,NO_QUERY,keralita13,Where did the weekend go??? 
0,1989871168,Mon Jun 01 03:06:02 PDT 2009,NO_QUERY,barreh,4 days until it all starts 
0,2205116510,Wed Jun 17 04:00:05 PDT 2009,NO_QUERY,Stefni127,@dontforgetchaos hummm carrot cake is goood... but not as much as chocolate cake 
0,1559840261,Sun Apr 19 12:10:53 PDT 2009,NO_QUERY,noelosborne,"It is Monday morning, I am starting a weeks holiday, and it is raining "
0,2065551259,Sun Jun 07 08:49:40 PDT 2009,NO_QUERY,KarolineZ,"Liz left today for China, until Aug. 5.  Meanwhile, the only journeys I'm taking are to the mall to work and pass out flyers. :/"
0,2000977308,Mon Jun 01 23:29:18 PDT 2009,NO_QUERY,peterloader,Stuck in a queue waiting 4 the kids to finish in the bathroom ... As usual. Back to work today. Enough said 
0,2219315671,Thu Jun 18 00:15:45 PDT 2009,NO_QUERY,kimmy_gurl_33,"@NinjaLikesCheez *tears* video games = death.  @damnELECTRIC if you send me the money, I so would, but i'm hella broke and up at 2:15am.  "
0,2177827464,Mon Jun 15 06:46:04 PDT 2009,NO_QUERY,Greeen2312,is gutted. Grrrrr stupid &quot;what ifs&quot; flying around all over he place 
0,1556551163,Sat Apr 18 23:17:33 PDT 2009,NO_QUERY,mattnotgeorge,(i wanted some even tho i am already wearing some boxers &amp; therefore didnt need them but we searched &amp; searched and could not find any  )
0,2261226299,Sat Jun 20 20:27:36 PDT 2009,NO_QUERY,Susanluann,"@leolaninyc cool, me too! I'm thinking I would like better tix for Houston then Dallas since it's the last one! "
0,2177577703,Mon Jun 15 06:20:56 PDT 2009,NO_QUERY,KillzoneUnit,@Doom_CMYK   Sorry. I was hoping on getting it done before I had left for vacation. Now we should all be back in order.
0,1956658029,Thu May 28 22:22:27 PDT 2009,NO_QUERY,pandafandanga,so bummed about not being able to go see @diazdave this weekend. i miss him very much 
0,2045336004,Fri Jun 05 10:34:44 PDT 2009,NO_QUERY,sebhawker,"About to go and have supper, smells delish! But have to wait for Mum and Sister to come home, dammit  What's everyone up to?"
0,2016514763,Wed Jun 03 06:54:41 PDT 2009,NO_QUERY,tygerzoe,"worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist, "
0,1686231064,Sun May 03 04:27:03 PDT 2009,NO_QUERY,kjaonline,@bfheroes not yet for me though 
0,2216222412,Wed Jun 17 19:11:50 PDT 2009,NO_QUERY,bijouboutique,@KatyLinda oh no  i thought both would be cool - guess i'm not cool w/ the 4yr olds lol
0,2204812558,Wed Jun 17 03:11:50 PDT 2009,NO_QUERY,Debbie_160,"Back at school tomorrow , I hope . I miss everyone "
0,2006461353,Tue Jun 02 11:12:07 PDT 2009,NO_QUERY,crazymitchell,Only 1 hour 50 minutes left of work  Better get back to it then 
0,2069280822,Sun Jun 07 15:35:24 PDT 2009,NO_QUERY,envysays,@BBManik naw  are you!?
0,1573615913,Tue Apr 21 02:01:06 PDT 2009,NO_QUERY,HeavyMetalJesus,Nobody got a nice &quot;cleaning the house&quot; playlist for me? 
0,1975977896,Sat May 30 16:19:11 PDT 2009,NO_QUERY,kissaboo12,No  imma c him latah dis wk tho &lt;SuMm3rZ h3r3!!!!&gt;
0,1990598786,Mon Jun 01 05:17:14 PDT 2009,NO_QUERY,lauren108,Indiana family just left   major pouty face is happening right now 
0,1986917958,Sun May 31 19:30:39 PDT 2009,NO_QUERY,BeantownCutie,@miss_tattoo I hear that!!!!! I dont even think I can go to one show this summer 
0,1932288434,Tue May 26 21:10:37 PDT 2009,NO_QUERY,nancyish,really wanted to go to the bars tonight! 
0,2219362363,Thu Jun 18 00:21:56 PDT 2009,NO_QUERY,nylatsirk,"@kaskade get well, miss you already here in manila. "
0,1956408725,Thu May 28 21:48:59 PDT 2009,NO_QUERY,littleglad,I have been placing the same legal ads on these sites for weeks. Now they suddenly decide they are illegal and ban them without warning 
0,1685529177,Sun May 03 00:48:22 PDT 2009,NO_QUERY,Christiegarcia,@jslutz brother do you have itunes on your computer? Katie downloaded a game and we cant find where it went 
0,2199382523,Tue Jun 16 17:25:20 PDT 2009,NO_QUERY,vanessasaywhaaa,@tromboneforhire nooope  its long gone. getting an iphone soon
0,1970186132,Sat May 30 02:48:47 PDT 2009,NO_QUERY,MarcWilliam,Ugh jason set the alarm for 530 then got up and turned the tv on 
0,2197414771,Tue Jun 16 13:45:14 PDT 2009,NO_QUERY,tyron_it,a draw against serbia... useless!  back to chuck season 1
0,2047502457,Fri Jun 05 13:44:56 PDT 2009,NO_QUERY,DinoGoesRawr,@goodlemax hee yepp i have to go to cottage soon  grr.
0,2257432208,Sat Jun 20 14:19:41 PDT 2009,NO_QUERY,WordofSouth,@UrbanRelations I'm sorry. 
0,2181363433,Mon Jun 15 11:43:39 PDT 2009,NO_QUERY,tastefulcupcake,Omg my bff just said he wouldn't kiss me @NasVegas 
0,1677492670,Sat May 02 02:22:04 PDT 2009,NO_QUERY,gerkenz,So now I'm blocking some spammers. I don't like to follow interesting twitters anmore  Maybe later
0,2231578680,Thu Jun 18 18:44:39 PDT 2009,NO_QUERY,lkefct,so we came in fourth place for trivia. oh well. 
0,2283650963,Mon Jun 22 12:53:57 PDT 2009,NO_QUERY,SaminaV,"just had somebad news, i hate hearing that sumone is upset, im upset now  xxxxxx"
0,1998827410,Mon Jun 01 19:11:20 PDT 2009,NO_QUERY,pinkrocker123,im very bored 
0,2215072520,Wed Jun 17 17:38:09 PDT 2009,NO_QUERY,canu_diggit,SEE! I told y'all!! They butchered Shane's ish  They did it no justice.
0,2003672507,Tue Jun 02 06:57:11 PDT 2009,NO_QUERY,clayaaa,@ChristPA I really don't wanna be a vampire loving tween 
0,2250457150,Sat Jun 20 00:34:39 PDT 2009,NO_QUERY,angfitz,"Feeling down, must be the awful weather "
0,2235765879,Fri Jun 19 02:01:18 PDT 2009,NO_QUERY,pretty_paws,"@alisonrothwell Hi Ali, I can only DM you if you follow me  sucks huh? PM me through EKM if you like. Gaz"
0,2060509743,Sat Jun 06 19:02:23 PDT 2009,NO_QUERY,ashlionnn,Today has been unbearably long. Everyone i WAS texting stopped 
0,2064107578,Sun Jun 07 05:14:52 PDT 2009,NO_QUERY,levkaizer,"just had a nice lunch, now its time to relinquish control of the laptop to the girlfriend "
0,2174870612,Sun Jun 14 23:30:42 PDT 2009,NO_QUERY,cutiexdoll,just woke upp .... wanna go back to sleeep 
0,2001369092,Tue Jun 02 00:39:38 PDT 2009,NO_QUERY,starchmouse,Ugh. I have the worst timing. Or maybe I'm horrible at picking up signs. You'd think I'd have it figured out by now. At least a little 
0,2214985447,Wed Jun 17 17:30:41 PDT 2009,NO_QUERY,pokeyoats,"@Freeballer30 Then you are lucky!!! Gotta get out, hate AT&amp;T "
0,1573661960,Tue Apr 21 02:14:24 PDT 2009,NO_QUERY,Jeantz,@djurban01 that y I'm kinda ify on getting one  I miss the button being there
0,2238277804,Fri Jun 19 07:03:58 PDT 2009,NO_QUERY,Lucinda_Jones,@ThisIsSkyzMuzik  LOL
0,1834824144,Mon May 18 04:19:15 PDT 2009,NO_QUERY,MissesCrazy,just a really really boring day 
0,2014255911,Wed Jun 03 00:56:23 PDT 2009,NO_QUERY,Bianca257,"@FourWords Nooo!! I just couldnt, I thought under the cover of darkness I'd be ok, but was spotted, and the persons dog ran over to me "
0,1691052579,Sun May 03 16:59:14 PDT 2009,NO_QUERY,chichivsrice,I am so lonely &amp; bored right now. I wanna be with Ben right now! 
0,2213827011,Wed Jun 17 15:53:56 PDT 2009,NO_QUERY,cookiestars,"Didn't go out or to the cinema tonight,just to save money Heard the film was good &amp; ohhh all the amazing people at the Union tonight! "
0,2194061519,Tue Jun 16 09:17:32 PDT 2009,NO_QUERY,ShadderdGlass,Going to chrio then for blood work blah I hate being sick I've felt gross for the last month 
0,2189455855,Tue Jun 16 00:04:21 PDT 2009,NO_QUERY,kayleenb,ok 7 hours until jury duty not going to be a happy camper 
0,2247567568,Fri Jun 19 19:17:27 PDT 2009,NO_QUERY,TenaciousGirl,I have officially lost my voice today 
0,1969255325,Fri May 29 23:28:24 PDT 2009,NO_QUERY,ahockley,Sigh.  @strangelovelive chat room was just shut down due to trolls. 
0,2327972851,Thu Jun 25 09:00:55 PDT 2009,NO_QUERY,wangsanata,"i like how my mom always meets famous celeberities.  johnny depp, marc jacobs, hallie berry, bruce willis &amp; now cameron diaz.  mom&gt;me "
0,1969845002,Sat May 30 01:26:43 PDT 2009,NO_QUERY,Cliffy9,Poor DCD's! On eammons show this morning on 5live... His last one 
0,2051875626,Fri Jun 05 23:01:58 PDT 2009,NO_QUERY,lalachorusgirl,Why must you be tired right now? 
0,2047772613,Fri Jun 05 14:09:29 PDT 2009,NO_QUERY,qcevolution,@kopfanatic Lol ur sooo mean 
0,2061954146,Sat Jun 06 21:59:41 PDT 2009,NO_QUERY,AIeutia,@destinedwolf dang really? omg it was just 35$ online. it's sold out now 
0,2323703859,Thu Jun 25 01:16:31 PDT 2009,NO_QUERY,nicoleong,Open Day postponed until further notice... BUT school is still on as usual this Saturday  #fb
0,2180255146,Mon Jun 15 10:13:11 PDT 2009,NO_QUERY,lemezma,@fellowcreative exactly - that's why no one hangs around with me 
0,1999941404,Mon Jun 01 21:06:18 PDT 2009,NO_QUERY,Flergs,@randiohdesigns yeah thats what I am thinking  He gets it a lot.
0,2244414707,Fri Jun 19 14:42:56 PDT 2009,NO_QUERY,Littlemsgiggles,"Boo hoo, Nadal has pulled out of Wimbledon!.. It just won't be the same not being able watch him pull his pants out of his arse "
0,1981657567,Sun May 31 09:37:10 PDT 2009,NO_QUERY,sumos23,feels like i ruined all my invites. 
0,1834192141,Mon May 18 01:59:18 PDT 2009,NO_QUERY,eddpost,@Hutchlou Think I'll have to try Cocoa...  single bed in digs! ha!  Thanks though ;) x
0,2265037489,Sun Jun 21 05:37:33 PDT 2009,NO_QUERY,PrincessxEmma,@lalaloooo haha no right outside classrooms when i was walking down to subway my leg is ok just my head is sore 
0,2066955028,Sun Jun 07 11:28:55 PDT 2009,NO_QUERY,katerands,"@katearistides yes yes you may, i found 2 pairs i like. shocking&amp;also i can't go shopping tomorrow so will have to find something else "
0,1468617912,Tue Apr 07 02:45:42 PDT 2009,NO_QUERY,SophieClaeys,"i'm bleeding ! , i shaved my legs and now i'm bleeding   haha, i'm a loser xp"
0,1970405522,Sat May 30 03:44:23 PDT 2009,NO_QUERY,sapphire100,Feeling sorry for myself co's i'v hurt my foot and i so wanna go out and can't 
0,2252775930,Sat Jun 20 06:58:36 PDT 2009,NO_QUERY,MirandaBuzzfans,@selemifan101 yeah.. 
0,1980507235,Sun May 31 06:56:34 PDT 2009,NO_QUERY,exclusivecosmos,ugh no motivation for 2nd interim report 
0,1961573986,Fri May 29 09:42:47 PDT 2009,NO_QUERY,LauraJade19,@HLJx lol thanks!there scary to wear though 
0,1824948901,Sun May 17 03:39:41 PDT 2009,NO_QUERY,pkBLGdonahue,"@bryanBLG aww. poor bdooey. wish could be with you.  LOL. btw, me too. i'm now alone in my bed. i started trying being alone during night "
0,2047831034,Fri Jun 05 14:14:50 PDT 2009,NO_QUERY,igwarrender,@JasonShand I believe so  was there a reason why it was cancelled?
0,1978513453,Sat May 30 23:35:36 PDT 2009,NO_QUERY,spradling,"@tvrss hey, when you you be back up?? I miss you "
0,1468136392,Mon Apr 06 23:54:56 PDT 2009,NO_QUERY,olivejina,@oishiieats did they play polite dance song?? only my fav. please dont say they did. or course they did.   damn me!
0,2060379065,Sat Jun 06 18:47:45 PDT 2009,NO_QUERY,jchavezloeza,a little 
0,2013349238,Tue Jun 02 22:27:56 PDT 2009,NO_QUERY,JordanWildman,"I think Ive become immune to nyquil. Wish I was at Wish with all my friends.    Oh well, stay home one night... Live to party the next!"
0,2206157277,Wed Jun 17 06:05:53 PDT 2009,NO_QUERY,Vix_Pix,"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. "
0,2222574176,Thu Jun 18 07:10:02 PDT 2009,NO_QUERY,maddisondesigns,@g33kguy Ahh. Not good  Thinking I might have to hit the bed shortly. Struggling to keep the ol' eyes open. Hope your days not 2 bad
0,2327931022,Thu Jun 25 08:57:56 PDT 2009,NO_QUERY,AndrewSeager,"@mahlonlandis  Those are some really long hours, hope you get a break soon. You deserve one. "
0,2241259216,Fri Jun 19 10:44:01 PDT 2009,NO_QUERY,morphosis7,"Gah!!! #openvideo starts referencing rapid prototyping, and the video stream conks out. My worlds collide, and I can't follow along? "
0,2295200477,Tue Jun 23 07:36:59 PDT 2009,NO_QUERY,CentralPymtCorp,Visa/MasterCard is charging all MSP's $.03 for Visa &amp; $.02 for MC transactions 4 PCI Security fees. This is passed on to the Merchant. 
0,2196667831,Tue Jun 16 12:46:31 PDT 2009,NO_QUERY,emeliereis,"1/4! what a beautiful day out, too bad i have to work "
0,1997961794,Mon Jun 01 17:45:30 PDT 2009,NO_QUERY,madaladeline,my mom TOTALLY freaked me out! She started talking about this girl getting raped in cincinnati and i was like &quot;shut up!&quot;.  
0,1974813423,Sat May 30 13:53:29 PDT 2009,NO_QUERY,Meagan_Ox,Julian 3rd Place Well Donee; Flawless Noooo 
0,2249522640,Fri Jun 19 22:29:41 PDT 2009,NO_QUERY,scottvarga,I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. 
0,1985568006,Sun May 31 17:21:14 PDT 2009,NO_QUERY,miartr3w,really could go for a mocha/chai tea latte right now.. 
0,2262838342,Sat Jun 20 23:20:43 PDT 2009,NO_QUERY,krisldavis,"crappy day turned awesome at work, only to come home to discover that my chico dog is sick "
0,1753250053,Sun May 10 00:45:33 PDT 2009,NO_QUERY,anieszkaa,@caityyyyyy aww bubba ! have you studied yett ? ive been out all wknd and i just started ! and its so damn hard to remember errthing ! 
0,2264057188,Sun Jun 21 02:38:44 PDT 2009,NO_QUERY,CannonGod,"@hannahnicklin Aw, sorry to hear that  And it seemed so full of life yesterday! Tbh the USB went on a friends WinMob phone. Hmmm :-\"
0,1823846849,Sat May 16 23:10:33 PDT 2009,NO_QUERY,rxbz,Chillin with alvin x sammie x sneaky. Camilles cotillion was fun. Sorry koosho and lftd. Wasn't in the mood tonight. 
0,2016557030,Wed Jun 03 06:59:04 PDT 2009,NO_QUERY,AmyBella21, MOT didnt go v.well
